Model,DPO2012
-1.47920e-04,0.03,-0.01
-1.47840e-04,0.03,0.05
-1.47760e-04,0.01,-0.01
-1.47680e-04,0.03,0.05
-1.47600e-04,0.01,-0.01
-1.47520e-04,0.03,0.05
-1.47440e-04,0.01,-0.01
-1.47360e-04,0.03,0.05
-1.47280e-04,0.05,-0.03
-1.47200e-04,0.03,0.05
-1.47120e-04,0.03,-0.03
-1.47040e-04,0.01,0.07
-1.46960e-04,0.03,-0.03
-1.46880e-04,0.01,0.07
-1.46800e-04,0.03,-0.03
-1.46720e-04,0.01,0.07
-1.46640e-04,0.05,-0.03
-1.46560e-04,0.05,0.05
-1.46480e-04,0.03,-0.03
-1.46400e-04,0.05,0.05
-1.46320e-04,0.01,-0.01
-1.46240e-04,0.03,0.07
-1.46160e-04,0.01,-0.01
-1.46080e-04,0.03,0.05
-1.46000e-04,0.03,-0.01
-1.45920e-04,0.01,0.05
-1.45840e-04,0.01,-0.03
-1.45760e-04,0.03,0.05
-1.45680e-04,0.03,-0.03
-1.45600e-04,0.01,0.05
-1.45520e-04,0.03,-0.01
-1.45440e-04,0.03,0.05
-1.45360e-04,0.03,-0.01
-1.45280e-04,0.03,0.05
-1.45200e-04,0.03,-0.01
-1.45120e-04,0.03,0.05
-1.45040e-04,0.03,-0.01
-1.44960e-04,0.05,0.05
-1.44880e-04,0.03,-0.01
-1.44800e-04,0.01,0.05
-1.44720e-04,0.01,-0.03
-1.44640e-04,0.05,0.05
-1.44560e-04,0.03,-0.03
-1.44480e-04,0.01,0.05
-1.44400e-04,0.03,-0.03
-1.44320e-04,0.01,0.05
-1.44240e-04,0.05,-0.03
-1.44160e-04,0.01,0.05
-1.44080e-04,0.05,-0.01
-1.44000e-04,0.03,0.05
-1.43920e-04,0.03,-0.01
-1.43840e-04,0.03,0.05
-1.43760e-04,0.01,-0.03
-1.43680e-04,0.03,0.05
-1.43600e-04,0.01,-0.01
-1.43520e-04,0.03,0.05
-1.43440e-04,0.03,-0.01
-1.43360e-04,0.03,0.05
-1.43280e-04,0.03,-0.01
-1.43200e-04,0.01,0.05
-1.43120e-04,0.01,-0.05
-1.43040e-04,0.03,0.07
-1.42960e-04,0.03,-0.03
-1.42880e-04,0.01,0.05
-1.42800e-04,0.05,-0.03
-1.42720e-04,0.03,0.05
-1.42640e-04,0.01,-0.01
-1.42560e-04,0.03,0.05
-1.42480e-04,0.03,-0.01
-1.42400e-04,0.05,0.05
-1.42320e-04,0.03,-0.01
-1.42240e-04,0.03,0.05
-1.42160e-04,0.03,-0.03
-1.42080e-04,0.03,0.03
-1.42000e-04,0.01,-0.01
-1.41920e-04,0.03,0.05
-1.41840e-04,0.03,-0.03
-1.41760e-04,0.03,0.05
-1.41680e-04,0.03,-0.01
-1.41600e-04,0.01,0.05
-1.41520e-04,0.03,-0.01
-1.41440e-04,0.03,0.05
-1.41360e-04,0.03,-0.01
-1.41280e-04,0.03,0.05
-1.41200e-04,0.05,-0.01
-1.41120e-04,0.03,0.05
-1.41040e-04,0.03,-0.03
-1.40960e-04,0.03,0.05
-1.40880e-04,0.01,-0.01
-1.40800e-04,0.03,0.05
-1.40720e-04,0.03,-0.03
-1.40640e-04,0.03,0.05
-1.40560e-04,0.03,-0.01
-1.40480e-04,0.01,0.05
-1.40400e-04,0.03,-0.03
-1.40320e-04,0.01,0.05
-1.40240e-04,0.01,-0.01
-1.40160e-04,0.05,0.05
-1.40080e-04,0.05,-0.03
-1.40000e-04,0.03,0.07
-1.39920e-04,0.03,-0.05
-1.39840e-04,0.03,0.05
-1.39760e-04,0.03,-0.03
-1.39680e-04,0.03,0.07
-1.39600e-04,0.03,-0.03
-1.39520e-04,0.05,0.07
-1.39440e-04,0.03,-0.03
-1.39360e-04,0.03,0.05
-1.39280e-04,0.01,-0.03
-1.39200e-04,0.03,0.05
-1.39120e-04,0.03,-0.01
-1.39040e-04,0.01,0.05
-1.38960e-04,0.01,-0.01
-1.38880e-04,0.01,0.05
-1.38800e-04,0.03,-0.03
-1.38720e-04,0.03,0.05
-1.38640e-04,0.03,-0.01
-1.38560e-04,0.03,0.05
-1.38480e-04,0.03,-0.03
-1.38400e-04,0.03,0.05
-1.38320e-04,0.03,-0.03
-1.38240e-04,0.05,0.05
-1.38160e-04,0.03,-0.03
-1.38080e-04,0.03,0.05
-1.38000e-04,0.01,-0.01
-1.37920e-04,0.03,0.05
-1.37840e-04,0.03,-0.03
-1.37760e-04,0.01,0.05
-1.37680e-04,0.03,-0.03
-1.37600e-04,0.01,0.05
-1.37520e-04,0.03,-0.01
-1.37440e-04,0.01,0.05
-1.37360e-04,0.01,-0.03
-1.37280e-04,0.03,0.05
-1.37200e-04,0.03,-0.03
-1.37120e-04,0.03,0.05
-1.37040e-04,0.03,-0.01
-1.36960e-04,0.03,0.07
-1.36880e-04,0.01,-0.03
-1.36800e-04,0.03,0.05
-1.36720e-04,0.01,-0.03
-1.36640e-04,0.03,0.05
-1.36560e-04,0.03,-0.01
-1.36480e-04,0.01,0.05
-1.36400e-04,0.03,-0.01
-1.36320e-04,0.01,0.05
-1.36240e-04,0.03,-0.03
-1.36160e-04,0.01,0.05
-1.36080e-04,0.03,-0.01
-1.36000e-04,0.03,0.05
-1.35920e-04,0.03,-0.01
-1.35840e-04,0.03,0.05
-1.35760e-04,0.01,-0.01
-1.35680e-04,0.01,0.05
-1.35600e-04,0.03,-0.01
-1.35520e-04,0.03,0.05
-1.35440e-04,0.01,-0.01
-1.35360e-04,0.05,0.05
-1.35280e-04,0.03,-0.01
-1.35200e-04,0.03,0.05
-1.35120e-04,0.03,-0.03
-1.35040e-04,0.03,0.05
-1.34960e-04,0.03,-0.01
-1.34880e-04,0.03,0.07
-1.34800e-04,0.03,-0.01
-1.34720e-04,0.03,0.05
-1.34640e-04,0.03,-0.03
-1.34560e-04,0.01,0.07
-1.34480e-04,0.03,-0.03
-1.34400e-04,0.03,0.07
-1.34320e-04,0.03,-0.03
-1.34240e-04,0.03,0.05
-1.34160e-04,0.01,-0.03
-1.34080e-04,0.03,0.05
-1.34000e-04,0.03,-0.03
-1.33920e-04,0.03,0.05
-1.33840e-04,0.03,-0.05
-1.33760e-04,0.01,0.05
-1.33680e-04,0.03,-0.01
-1.33600e-04,0.03,0.05
-1.33520e-04,0.05,-0.03
-1.33440e-04,0.01,0.07
-1.33360e-04,0.05,-0.01
-1.33280e-04,0.01,0.05
-1.33200e-04,0.03,-0.03
-1.33120e-04,0.03,0.05
-1.33040e-04,0.03,-0.01
-1.32960e-04,0.03,0.05
-1.32880e-04,0.01,-0.01
-1.32800e-04,0.03,0.05
-1.32720e-04,0.03,-0.03
-1.32640e-04,0.03,0.07
-1.32560e-04,0.03,-0.03
-1.32480e-04,0.01,0.05
-1.32400e-04,0.03,-0.03
-1.32320e-04,0.03,0.05
-1.32240e-04,0.03,-0.03
-1.32160e-04,0.01,0.05
-1.32080e-04,0.03,-0.01
-1.32000e-04,0.03,0.05
-1.31920e-04,0.03,-0.01
-1.31840e-04,0.05,0.05
-1.31760e-04,0.01,-0.03
-1.31680e-04,0.03,0.05
-1.31600e-04,0.01,-0.01
-1.31520e-04,0.03,0.05
-1.31440e-04,0.05,-0.03
-1.31360e-04,0.03,0.05
-1.31280e-04,0.03,-0.01
-1.31200e-04,0.03,0.05
-1.31120e-04,0.05,-0.01
-1.31040e-04,0.03,0.05
-1.30960e-04,0.03,-0.01
-1.30880e-04,0.01,0.05
-1.30800e-04,0.05,-0.03
-1.30720e-04,0.01,0.05
-1.30640e-04,0.03,-0.01
-1.30560e-04,0.03,0.05
-1.30480e-04,0.01,-0.03
-1.30400e-04,0.03,0.05
-1.30320e-04,0.01,-0.01
-1.30240e-04,0.03,0.05
-1.30160e-04,0.01,-0.03
-1.30080e-04,0.03,0.05
-1.30000e-04,0.03,-0.03
-1.29920e-04,0.03,0.05
-1.29840e-04,0.03,-0.01
-1.29760e-04,0.01,0.05
-1.29680e-04,0.03,-0.01
-1.29600e-04,0.03,0.05
-1.29520e-04,0.05,-0.01
-1.29440e-04,0.03,0.05
-1.29360e-04,0.03,-0.03
-1.29280e-04,0.01,0.05
-1.29200e-04,0.03,-0.01
-1.29120e-04,0.03,0.05
-1.29040e-04,0.03,-0.01
-1.28960e-04,0.03,0.05
-1.28880e-04,0.01,-0.03
-1.28800e-04,0.03,0.05
-1.28720e-04,0.01,-0.03
-1.28640e-04,0.03,0.05
-1.28560e-04,0.03,-0.01
-1.28480e-04,0.01,0.05
-1.28400e-04,0.03,-0.03
-1.28320e-04,0.01,0.05
-1.28240e-04,0.03,-0.03
-1.28160e-04,0.01,0.05
-1.28080e-04,0.01,-0.03
-1.28000e-04,0.01,0.05
-1.27920e-04,0.03,-0.03
-1.27840e-04,0.03,0.05
-1.27760e-04,0.01,-0.03
-1.27680e-04,0.01,0.05
-1.27600e-04,0.01,-0.01
-1.27520e-04,0.05,0.05
-1.27440e-04,0.03,-0.03
-1.27360e-04,0.03,0.05
-1.27280e-04,0.03,-0.03
-1.27200e-04,0.01,0.05
-1.27120e-04,0.03,-0.03
-1.27040e-04,0.01,0.05
-1.26960e-04,0.03,-0.03
-1.26880e-04,0.01,0.07
-1.26800e-04,0.03,-0.03
-1.26720e-04,0.03,0.05
-1.26640e-04,0.03,-0.01
-1.26560e-04,0.03,0.05
-1.26480e-04,0.03,-0.01
-1.26400e-04,0.05,0.05
-1.26320e-04,0.03,-0.03
-1.26240e-04,0.03,0.05
-1.26160e-04,0.03,-0.01
-1.26080e-04,0.05,0.05
-1.26000e-04,0.03,-0.01
-1.25920e-04,0.03,0.05
-1.25840e-04,0.03,-0.01
-1.25760e-04,0.01,0.05
-1.25680e-04,0.01,-0.01
-1.25600e-04,0.03,0.07
-1.25520e-04,0.07,-0.05
-1.25440e-04,0.03,0.07
-1.25360e-04,0.05,-0.03
-1.25280e-04,0.01,0.07
-1.25200e-04,0.01,-0.03
-1.25120e-04,0.03,0.07
-1.25040e-04,0.01,-0.01
-1.24960e-04,0.03,0.05
-1.24880e-04,0.03,-0.03
-1.24800e-04,0.05,0.05
-1.24720e-04,0.01,-0.03
-1.24640e-04,0.03,0.05
-1.24560e-04,0.01,-0.03
-1.24480e-04,0.03,0.05
-1.24400e-04,0.03,-0.01
-1.24320e-04,0.01,0.05
-1.24240e-04,0.03,-0.01
-1.24160e-04,0.01,0.05
-1.24080e-04,0.03,-0.03
-1.24000e-04,-0.03,0.05
-1.23920e-04,0.01,-0.05
-1.23840e-04,0.05,0.05
-1.23760e-04,0.01,-0.07
-1.23680e-04,0.03,0.05
-1.23600e-04,0.03,-0.05
-1.23520e-04,0.03,0.07
-1.23440e-04,0.03,-0.03
-1.23360e-04,0.01,0.03
-1.23280e-04,0.01,-0.01
-1.23200e-04,0.01,0.05
-1.23120e-04,0.03,-0.01
-1.23040e-04,0.03,0.05
-1.22960e-04,0.03,-0.03
-1.22880e-04,0.01,0.03
-1.22800e-04,0.03,-0.01
-1.22720e-04,0.03,0.05
-1.22640e-04,0.03,-0.03
-1.22560e-04,0.01,0.05
-1.22480e-04,0.01,-0.01
-1.22400e-04,0.05,0.05
-1.22320e-04,0.03,-0.03
-1.22240e-04,0.01,0.05
-1.22160e-04,0.01,-0.05
-1.22080e-04,0.05,0.07
-1.22000e-04,0.03,-0.03
-1.21920e-04,0.03,0.05
-1.21840e-04,0.03,-0.01
-1.21760e-04,0.01,0.05
-1.21680e-04,0.01,-0.03
-1.21600e-04,0.01,0.05
-1.21520e-04,0.03,-0.03
-1.21440e-04,0.01,0.05
-1.21360e-04,0.03,-0.01
-1.21280e-04,0.01,0.05
-1.21200e-04,0.01,-0.03
-1.21120e-04,0.03,0.05
-1.21040e-04,0.03,-0.01
-1.20960e-04,0.03,0.05
-1.20880e-04,0.03,-0.03
-1.20800e-04,0.03,0.05
-1.20720e-04,0.03,-0.03
-1.20640e-04,0.03,0.05
-1.20560e-04,0.03,-0.03
-1.20480e-04,0.05,0.05
-1.20400e-04,0.03,-0.01
-1.20320e-04,0.01,0.05
-1.20240e-04,0.03,-0.03
-1.20160e-04,0.01,0.05
-1.20080e-04,0.03,-0.01
-1.20000e-04,0.03,0.05
-1.19920e-04,0.01,-0.01
-1.19840e-04,0.03,0.05
-1.19760e-04,0.03,-0.03
-1.19680e-04,0.01,0.05
-1.19600e-04,0.03,-0.03
-1.19520e-04,0.03,0.05
-1.19440e-04,0.01,-0.03
-1.19360e-04,0.03,0.05
-1.19280e-04,0.03,-0.03
-1.19200e-04,0.01,0.05
-1.19120e-04,0.05,-0.03
-1.19040e-04,0.03,0.05
-1.18960e-04,0.05,-0.01
-1.18880e-04,0.01,0.07
-1.18800e-04,0.03,-0.03
-1.18720e-04,0.01,0.07
-1.18640e-04,0.03,-0.01
-1.18560e-04,0.03,0.05
-1.18480e-04,0.03,-0.03
-1.18400e-04,0.03,0.05
-1.18320e-04,-0.01,-0.01
-1.18240e-04,0.01,0.05
-1.18160e-04,0.03,-0.03
-1.18080e-04,0.05,0.07
-1.18000e-04,0.05,-0.03
-1.17920e-04,0.03,0.05
-1.17840e-04,0.03,-0.01
-1.17760e-04,0.03,0.07
-1.17680e-04,0.05,-0.01
-1.17600e-04,0.03,0.05
-1.17520e-04,0.03,-0.01
-1.17440e-04,0.05,0.05
-1.17360e-04,0.03,-0.01
-1.17280e-04,0.09,0.05
-1.17200e-04,-0.01,-0.01
-1.17120e-04,0.03,0.09
-1.17040e-04,0.03,-0.05
-1.16960e-04,0.03,0.13
-1.16880e-04,0.01,-0.03
-1.16800e-04,0.03,0.05
-1.16720e-04,0.01,-0.01
-1.16640e-04,0.05,0.05
-1.16560e-04,0.03,-0.03
-1.16480e-04,0.01,0.05
-1.16400e-04,0.03,-0.01
-1.16320e-04,0.03,0.05
-1.16240e-04,0.03,-0.01
-1.16160e-04,0.03,0.05
-1.16080e-04,0.03,-0.03
-1.16000e-04,0.03,0.05
-1.15920e-04,0.03,-0.01
-1.15840e-04,0.03,0.05
-1.15760e-04,0.01,-0.01
-1.15680e-04,0.03,0.05
-1.15600e-04,0.01,-0.03
-1.15520e-04,0.05,0.05
-1.15440e-04,0.01,-0.03
-1.15360e-04,0.03,0.07
-1.15280e-04,0.03,-0.03
-1.15200e-04,0.03,0.05
-1.15120e-04,0.03,-0.03
-1.15040e-04,0.03,0.05
-1.14960e-04,0.03,-0.01
-1.14880e-04,0.01,0.05
-1.14800e-04,0.03,-0.01
-1.14720e-04,0.03,0.05
-1.14640e-04,0.03,-0.03
-1.14560e-04,0.03,0.05
-1.14480e-04,0.03,-0.01
-1.14400e-04,0.03,0.05
-1.14320e-04,0.03,-0.01
-1.14240e-04,0.05,0.05
-1.14160e-04,0.01,-0.03
-1.14080e-04,0.03,0.05
-1.14000e-04,0.03,-0.01
-1.13920e-04,-0.01,0.05
-1.13840e-04,0.03,-0.03
-1.13760e-04,0.01,0.05
-1.13680e-04,0.03,-0.03
-1.13600e-04,0.01,0.05
-1.13520e-04,0.03,-0.03
-1.13440e-04,0.03,0.05
-1.13360e-04,0.03,-0.03
-1.13280e-04,0.03,0.05
-1.13200e-04,0.03,-0.01
-1.13120e-04,0.03,0.05
-1.13040e-04,0.03,-0.01
-1.12960e-04,0.03,0.05
-1.12880e-04,0.01,-0.01
-1.12800e-04,0.03,0.07
-1.12720e-04,0.01,-0.03
-1.12640e-04,0.03,0.05
-1.12560e-04,0.03,-0.01
-1.12480e-04,0.03,0.05
-1.12400e-04,0.03,-0.03
-1.12320e-04,-0.01,0.05
-1.12240e-04,0.03,-0.03
-1.12160e-04,0.03,0.05
-1.12080e-04,0.03,-0.03
-1.12000e-04,0.03,0.05
-1.11920e-04,0.03,-0.03
-1.11840e-04,0.03,0.05
-1.11760e-04,0.03,-0.03
-1.11680e-04,0.03,0.05
-1.11600e-04,0.01,-0.03
-1.11520e-04,0.03,0.05
-1.11440e-04,0.01,-0.03
-1.11360e-04,0.01,0.05
-1.11280e-04,0.03,-0.01
-1.11200e-04,0.01,0.05
-1.11120e-04,0.01,-0.03
-1.11040e-04,0.01,0.05
-1.10960e-04,0.05,-0.03
-1.10880e-04,0.03,0.07
-1.10800e-04,0.05,-0.03
-1.10720e-04,0.03,0.05
-1.10640e-04,0.03,-0.03
-1.10560e-04,0.03,0.07
-1.10480e-04,0.01,-0.01
-1.10400e-04,0.03,0.07
-1.10320e-04,0.01,-0.03
-1.10240e-04,0.05,0.07
-1.10160e-04,0.01,-0.01
-1.10080e-04,0.05,0.05
-1.10000e-04,0.01,-0.01
-1.09920e-04,0.03,0.05
-1.09840e-04,0.03,-0.01
-1.09760e-04,0.01,0.05
-1.09680e-04,0.05,-0.01
-1.09600e-04,0.03,0.05
-1.09520e-04,0.03,-0.01
-1.09440e-04,0.03,0.05
-1.09360e-04,0.03,-0.01
-1.09280e-04,0.03,0.05
-1.09200e-04,0.03,-0.01
-1.09120e-04,0.03,0.05
-1.09040e-04,0.03,-0.01
-1.08960e-04,0.03,0.05
-1.08880e-04,0.03,-0.01
-1.08800e-04,0.03,0.05
-1.08720e-04,0.03,-0.01
-1.08640e-04,0.03,0.05
-1.08560e-04,0.03,-0.01
-1.08480e-04,0.01,0.05
-1.08400e-04,0.03,-0.01
-1.08320e-04,0.01,0.05
-1.08240e-04,0.03,-0.01
-1.08160e-04,0.03,0.05
-1.08080e-04,0.03,-0.03
-1.08000e-04,0.01,0.05
-1.07920e-04,0.03,-0.01
-1.07840e-04,0.05,0.05
-1.07760e-04,0.01,-0.01
-1.07680e-04,0.03,0.05
-1.07600e-04,0.01,-0.01
-1.07520e-04,0.03,0.05
-1.07440e-04,0.03,-0.03
-1.07360e-04,0.03,0.05
-1.07280e-04,0.03,-0.03
-1.07200e-04,0.01,0.05
-1.07120e-04,0.05,-0.03
-1.07040e-04,0.01,0.05
-1.06960e-04,0.01,-0.03
-1.06880e-04,0.01,0.05
-1.06800e-04,0.03,-0.01
-1.06720e-04,0.03,0.05
-1.06640e-04,0.03,-0.01
-1.06560e-04,0.01,0.05
-1.06480e-04,0.03,-0.01
-1.06400e-04,0.05,0.05
-1.06320e-04,0.01,-0.01
-1.06240e-04,0.03,0.05
-1.06160e-04,0.01,-0.01
-1.06080e-04,0.03,0.05
-1.06000e-04,0.03,-0.03
-1.05920e-04,0.03,0.05
-1.05840e-04,0.03,-0.01
-1.05760e-04,0.03,0.05
-1.05680e-04,0.05,-0.03
-1.05600e-04,0.01,0.05
-1.05520e-04,0.03,-0.01
-1.05440e-04,0.01,0.05
-1.05360e-04,0.03,-0.01
-1.05280e-04,0.03,0.05
-1.05200e-04,0.03,-0.01
-1.05120e-04,0.03,0.05
-1.05040e-04,0.01,-0.01
-1.04960e-04,0.05,0.05
-1.04880e-04,0.03,-0.03
-1.04800e-04,0.03,0.05
-1.04720e-04,0.01,-0.01
-1.04640e-04,0.03,0.07
-1.04560e-04,0.01,-0.01
-1.04480e-04,0.03,0.05
-1.04400e-04,0.03,-0.01
-1.04320e-04,0.01,0.07
-1.04240e-04,0.03,-0.03
-1.04160e-04,0.01,0.05
-1.04080e-04,0.03,-0.01
-1.04000e-04,0.01,0.05
-1.03920e-04,0.01,-0.01
-1.03840e-04,0.03,0.05
-1.03760e-04,-0.01,-0.01
-1.03680e-04,0.03,0.05
-1.03600e-04,0.03,-0.03
-1.03520e-04,0.03,0.07
-1.03440e-04,0.05,-0.03
-1.03360e-04,0.03,0.07
-1.03280e-04,0.03,-0.05
-1.03200e-04,0.03,0.07
-1.03120e-04,0.03,-0.01
-1.03040e-04,0.01,0.05
-1.02960e-04,0.03,-0.03
-1.02880e-04,0.03,0.05
-1.02800e-04,0.01,-0.03
-1.02720e-04,0.03,0.07
-1.02640e-04,0.03,-0.03
-1.02560e-04,0.03,0.05
-1.02480e-04,0.03,-0.03
-1.02400e-04,0.03,0.07
-1.02320e-04,0.01,-0.03
-1.02240e-04,0.03,0.05
-1.02160e-04,0.03,-0.01
-1.02080e-04,0.03,0.05
-1.02000e-04,0.03,-0.03
-1.01920e-04,0.05,0.05
-1.01840e-04,0.03,-0.03
-1.01760e-04,0.01,0.05
-1.01680e-04,0.03,-0.01
-1.01600e-04,0.03,0.07
-1.01520e-04,0.03,-0.03
-1.01440e-04,0.03,0.05
-1.01360e-04,0.03,-0.01
-1.01280e-04,0.03,0.05
-1.01200e-04,-0.01,-0.01
-1.01120e-04,0.05,0.05
-1.01040e-04,0.03,-0.03
-1.00960e-04,0.05,0.07
-1.00880e-04,0.03,-0.03
-1.00800e-04,0.03,0.05
-1.00720e-04,0.03,-0.03
-1.00640e-04,0.03,0.05
-1.00560e-04,0.03,-0.03
-1.00480e-04,0.03,0.05
-1.00400e-04,0.03,-0.03
-1.00320e-04,0.03,0.05
-1.00240e-04,0.03,-0.03
-1.00160e-04,0.03,0.05
-1.00080e-04,0.03,-0.03
-1.00000e-04,0.03,0.05
-9.99200e-05,0.03,-0.01
-9.98400e-05,0.03,0.05
-9.97600e-05,0.03,-0.03
-9.96800e-05,0.03,0.05
-9.96000e-05,0.01,-0.01
-9.95200e-05,0.03,0.05
-9.94400e-05,0.01,-0.03
-9.93600e-05,0.03,0.05
-9.92800e-05,0.03,-0.01
-9.92000e-05,0.03,0.05
-9.91200e-05,0.05,-0.01
-9.90400e-05,0.01,0.05
-9.89600e-05,0.05,-0.01
-9.88800e-05,0.01,0.05
-9.88000e-05,0.03,-0.01
-9.87200e-05,0.05,0.05
-9.86400e-05,0.03,-0.01
-9.85600e-05,0.03,0.05
-9.84800e-05,0.01,-0.01
-9.84000e-05,0.03,0.05
-9.83200e-05,0.01,-0.03
-9.82400e-05,0.03,0.05
-9.81600e-05,0.03,-0.03
-9.80800e-05,0.03,0.05
-9.80000e-05,0.03,-0.03
-9.79200e-05,0.01,0.05
-9.78400e-05,0.03,-0.01
-9.77600e-05,0.01,0.05
-9.76800e-05,0.03,-0.03
-9.76000e-05,0.01,0.05
-9.75200e-05,0.03,-0.01
-9.74400e-05,0.03,0.05
-9.73600e-05,0.03,-0.01
-9.72800e-05,0.03,0.05
-9.72000e-05,0.03,-0.03
-9.71200e-05,0.03,0.05
-9.70400e-05,0.01,-0.03
-9.69600e-05,0.03,0.05
-9.68800e-05,0.01,-0.03
-9.68000e-05,0.03,0.07
-9.67200e-05,0.01,-0.01
-9.66400e-05,0.01,0.05
-9.65600e-05,0.01,-0.03
-9.64800e-05,0.01,0.05
-9.64000e-05,0.05,-0.03
-9.63200e-05,0.03,0.07
-9.62400e-05,0.05,-0.03
-9.61600e-05,0.03,0.07
-9.60800e-05,0.03,-0.03
-9.60000e-05,0.03,0.07
-9.59200e-05,0.03,-0.01
-9.58400e-05,0.03,0.05
-9.57600e-05,0.01,-0.03
-9.56800e-05,0.03,0.05
-9.56000e-05,0.03,-0.03
-9.55200e-05,0.03,0.07
-9.54400e-05,0.03,-0.03
-9.53600e-05,0.03,0.07
-9.52800e-05,0.03,-0.03
-9.52000e-05,0.01,0.05
-9.51200e-05,0.05,-0.03
-9.50400e-05,0.01,0.05
-9.49600e-05,0.03,-0.03
-9.48800e-05,0.01,0.05
-9.48000e-05,0.03,-0.03
-9.47200e-05,0.03,0.05
-9.46400e-05,0.05,-0.03
-9.45600e-05,0.03,0.05
-9.44800e-05,0.05,-0.03
-9.44000e-05,0.03,0.05
-9.43200e-05,0.03,-0.01
-9.42400e-05,0.07,0.05
-9.41600e-05,0.01,-0.03
-9.40800e-05,0.03,0.07
-9.40000e-05,0.03,-0.01
-9.39200e-05,0.03,0.05
-9.38400e-05,0.03,-0.01
-9.37600e-05,0.03,0.05
-9.36800e-05,0.05,-0.03
-9.36000e-05,0.01,0.05
-9.35200e-05,0.03,-0.01
-9.34400e-05,0.03,0.05
-9.33600e-05,0.03,-0.03
-9.32800e-05,0.03,0.05
-9.32000e-05,0.03,-0.01
-9.31200e-05,0.03,0.05
-9.30400e-05,0.03,-0.03
-9.29600e-05,0.05,0.05
-9.28800e-05,0.03,-0.01
-9.28000e-05,0.03,0.05
-9.27200e-05,0.03,-0.01
-9.26400e-05,0.03,0.05
-9.25600e-05,0.01,-0.01
-9.24800e-05,0.01,0.05
-9.24000e-05,0.03,-0.01
-9.23200e-05,0.01,0.05
-9.22400e-05,0.03,-0.03
-9.21600e-05,0.03,0.05
-9.20800e-05,0.03,-0.03
-9.20000e-05,0.03,0.05
-9.19200e-05,0.03,-0.01
-9.18400e-05,0.03,0.05
-9.17600e-05,0.01,-0.01
-9.16800e-05,0.05,0.05
-9.16000e-05,0.03,-0.01
-9.15200e-05,0.03,0.05
-9.14400e-05,0.03,-0.03
-9.13600e-05,0.03,0.05
-9.12800e-05,0.01,-0.03
-9.12000e-05,0.03,0.05
-9.11200e-05,0.03,-0.01
-9.10400e-05,0.01,0.05
-9.09600e-05,0.03,-0.01
-9.08800e-05,0.01,0.05
-9.08000e-05,0.03,-0.03
-9.07200e-05,0.03,0.05
-9.06400e-05,0.03,-0.03
-9.05600e-05,0.03,0.05
-9.04800e-05,0.01,-0.01
-9.04000e-05,0.03,0.05
-9.03200e-05,0.01,-0.01
-9.02400e-05,0.03,0.07
-9.01600e-05,0.03,-0.01
-9.00800e-05,0.03,0.05
-9.00000e-05,0.03,-0.01
-8.99200e-05,0.03,0.05
-8.98400e-05,0.05,-0.01
-8.97600e-05,0.01,0.07
-8.96800e-05,0.03,-0.01
-8.96000e-05,0.01,0.05
-8.95200e-05,0.03,-0.03
-8.94400e-05,0.03,0.05
-8.93600e-05,0.03,-0.03
-8.92800e-05,0.01,0.05
-8.92000e-05,0.01,-0.01
-8.91200e-05,0.01,0.05
-8.90400e-05,0.03,-0.01
-8.89600e-05,0.05,0.07
-8.88800e-05,0.05,-0.03
-8.88000e-05,0.01,0.05
-8.87200e-05,0.03,-0.03
-8.86400e-05,0.03,0.07
-8.85600e-05,0.03,-0.03
-8.84800e-05,0.03,0.07
-8.84000e-05,0.03,-0.03
-8.83200e-05,0.01,0.07
-8.82400e-05,0.03,-0.03
-8.81600e-05,0.01,0.07
-8.80800e-05,0.03,-0.03
-8.80000e-05,0.03,0.05
-8.79200e-05,0.03,-0.03
-8.78400e-05,0.03,0.05
-8.77600e-05,0.03,-0.01
-8.76800e-05,0.03,0.05
-8.76000e-05,0.01,-0.01
-8.75200e-05,0.05,0.05
-8.74400e-05,0.01,-0.01
-8.73600e-05,0.03,0.05
-8.72800e-05,0.01,-0.03
-8.72000e-05,0.03,0.05
-8.71200e-05,0.01,-0.01
-8.70400e-05,0.01,0.05
